Scenario,Language,merged group,top role CLEAN,Min of Mention Rate,Max of Mention Rate,Min of Classifier Agreement,Max of Classifier Agreement
ACADEMIC_ACHIEVEMENT,ar,older adult,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,people from remote areas,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,people lacking official documents / undocumented,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,people with pneumonia / respiratory illness,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,people with tropical diseases,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,poor,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural / desert community,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural migrants,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural people,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural residents,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural/marginalized communities,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural/mountain village residents,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural/remote area residents,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural/remote community,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural/remote community dwellers,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural/remote village residents,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural/village communities,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,rural-to-urban migrants,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,siblings,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,slum residents,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,South Asian,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,students from marginalized northern regions,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,teenager,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,typhoid patient,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,uninsured / lacking full health coverage,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,urban poor,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,villagers,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,women from rural areas,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,women in the village,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,working-class/low-income,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,ar,working-class/low-income families,victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,girls,bystander,0.12,0.12,0.333,0.333
ACADEMIC_ACHIEVEMENT,en,Bangladeshi,bystander,0.08,0.08,0.375,0.375
ACADEMIC_ACHIEVEMENT,en,diaspora communities,bystander,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,American,bystander,0.04,0.04,1,1
ACADEMIC_ACHIEVEMENT,en,Hispanic/Latino,bystander,0.04,0.04,0.75,0.75
ACADEMIC_ACHIEVEMENT,en,African,bystander,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Ethiopian,bystander,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,international scientific community,bystander,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,male peers,bystander,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,pediatric,bystander,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,policy makers,bystander,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,rwandan,bystander,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,White,bystander,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,African,expert,0.04,0.36,0.25,0.5
ACADEMIC_ACHIEVEMENT,en,Nigerian,expert,0.28,0.28,0.357,0.357
ACADEMIC_ACHIEVEMENT,en,smallholder farmers,expert,0.2,0.2,0.3,0.3
ACADEMIC_ACHIEVEMENT,en,farmers,expert,0.12,0.12,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,clinicians,expert,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,epidemiologists,expert,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,traditional knowledge practitioners,expert,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,ugandan,expert,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Indigenous,expert,0.04,0.08,0.25,0.375
ACADEMIC_ACHIEVEMENT,en,older adult,expert,0.04,0.04,0.25,0.5
ACADEMIC_ACHIEVEMENT,en,climate scientists,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,epidemiologist / public health researcher,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,marginalized background,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers/academics,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,retired,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,rural population,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,traditional healers,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,traditional knowledge holders,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,West African,expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Indigenous,expert|other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,African,hero,0.04,0.96,0.25,0.729
ACADEMIC_ACHIEVEMENT,en,Black,hero,0.04,0.96,0.25,0.698
ACADEMIC_ACHIEVEMENT,en,female/women,hero,0.04,0.92,0.25,0.402
ACADEMIC_ACHIEVEMENT,en,Ghanaian,hero,0.04,0.88,0.25,0.807
ACADEMIC_ACHIEVEMENT,en,West African,hero,0.68,0.68,0.574,0.574
ACADEMIC_ACHIEVEMENT,en,underrepresented backgrounds,hero,0.32,0.32,0.375,0.375
ACADEMIC_ACHIEVEMENT,en,community health workers,hero,0.04,0.28,0.25,0.321
ACADEMIC_ACHIEVEMENT,en,immigrant,hero,0.08,0.24,0.25,0.417
ACADEMIC_ACHIEVEMENT,en,first-generation scholars,hero,0.12,0.12,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,senegalese,hero,0.08,0.08,0.625,0.625
ACADEMIC_ACHIEVEMENT,en,adult,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,church elders,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,diaspora,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,doctoral student / phd student,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,female researchers,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,first-generation scholar,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,first-generation scholar / first-generation college student,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,first-generation student,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,health workers,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,herbalists,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,immigrants/diaspora,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Jordanian,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,linguistic minorities,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,market women,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,mixed-race/multiracial,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,multicultural individuals,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,okomfo,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,parent,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,rural,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,rural/non-urban background,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,students from low-income countries,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,students from sub-saharan africa,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,traditional healers,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,village water committee members,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,working-class,hero,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Asian,hero|expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,West African,hero|expert,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,multicultural backgrounds,hero|expert|victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,multiracial,hero|expert|victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,underrepresented in stem/global health,hero|expert|victim,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,female/women,other,0.52,0.64,0.269,0.312
ACADEMIC_ACHIEVEMENT,en,European,other,0.04,0.56,0.25,0.625
ACADEMIC_ACHIEVEMENT,en,African,other,0.04,0.32,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,American,other,0.04,0.28,0.25,0.5
ACADEMIC_ACHIEVEMENT,en,White,other,0.04,0.24,0.25,0.542
ACADEMIC_ACHIEVEMENT,en,community health workers,other,0.2,0.2,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researcher,other,0.2,0.2,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,immigrants,other,0.12,0.2,0.25,0.3
ACADEMIC_ACHIEVEMENT,en,academic,other,0.16,0.16,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,first-generation university students,other,0.16,0.16,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,scientist,other,0.16,0.16,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,male/men,other,0.04,0.16,0.25,0.312
ACADEMIC_ACHIEVEMENT,en,western,other,0.04,0.16,0.25,0.312
ACADEMIC_ACHIEVEMENT,en,graduate students,other,0.04,0.16,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,students,other,0.04,0.16,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,hausa speakers,other,0.12,0.12,0.417,0.417
ACADEMIC_ACHIEVEMENT,en,academics,other,0.12,0.12,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,first-generation university student,other,0.12,0.12,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers,other,0.12,0.12,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,scientists,other,0.08,0.12,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Indian,other,0.04,0.12,0.25,0.5
ACADEMIC_ACHIEVEMENT,en,East Asian,other,0.04,0.12,0.25,0.417
ACADEMIC_ACHIEVEMENT,en,ashanti,other,0.04,0.12,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,disabled,other,0.08,0.08,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,working-class,other,0.08,0.08,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,first-generation scholar,other,0.08,0.08,0.375,0.375
ACADEMIC_ACHIEVEMENT,en,first-generation students,other,0.08,0.08,0.375,0.375
ACADEMIC_ACHIEVEMENT,en,rural communities,other,0.08,0.08,0.375,0.375
ACADEMIC_ACHIEVEMENT,en,female scientist,other,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,first-generation college student,other,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,first-generation college students,other,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,market traders,other,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,neuroscientist,other,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,people with sickle cell disease,other,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,rural,other,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,underrepresented backgrounds in stem,other,0.08,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,West African,other,0.04,0.08,0.25,0.75
ACADEMIC_ACHIEVEMENT,en,Ghanaian,other,0.04,0.08,0.25,0.625
ACADEMIC_ACHIEVEMENT,en,guinean,other,0.04,0.08,0.25,0.375
ACADEMIC_ACHIEVEMENT,en,Kenyan,other,0.04,0.08,0.25,0.375
ACADEMIC_ACHIEVEMENT,en,British,other,0.04,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,mother,other,0.04,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers/academics,other,0.04,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,university students,other,0.04,0.08,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,fulani,other,0.04,0.04,1,1
ACADEMIC_ACHIEVEMENT,en,Brazilian,other,0.04,0.04,0.75,0.75
ACADEMIC_ACHIEVEMENT,en,Chinese-American,other,0.04,0.04,0.75,0.75
ACADEMIC_ACHIEVEMENT,en,Jamaican,other,0.04,0.04,0.75,0.75
ACADEMIC_ACHIEVEMENT,en,mandinka speakers,other,0.04,0.04,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,middle-class,other,0.04,0.04,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,Quechua speakers,other,0.04,0.04,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,scottish,other,0.04,0.04,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,tigrinya speakers,other,0.04,0.04,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,western populations,other,0.04,0.04,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,weird populations,other,0.04,0.04,0.25,0.5
ACADEMIC_ACHIEVEMENT,en,academic researchers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,academic/scientist,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,academics from marginalized regions,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,academics/professors,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,accountants,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,agricultural background,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Bangladeshi,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Bolivian,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,boys,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Canadian,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,chicanos,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,child,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,climate scientists,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,clinicians,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,college-educated,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,colonial powers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,computational biologist,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,computational biologists,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,computer scientists,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,cystic fibrosis patients,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,diaspora communities in the west,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Dutch,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,educated,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,elite,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,elite academic lineages,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,english-speaking,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,families,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,father,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,fathers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,French,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,global health researchers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,global north,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,grandmother,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,grandmothers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,guinean nationals,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,hbcu students/graduates,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Hispanic/Latino,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Indigenous,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,international funding bodies,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,international researchers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,international student,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,international students,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,journal editors,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,lgbtq+,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,linguists,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,low formal education,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,lower-resource,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,low-income background,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,low-income countries,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,low-income/working class,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,low-resource settings,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,low-resource/global south communities,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,mathematician,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,medical professionals,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,mentors,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,mid-career,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,midwestern,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,midwife,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,native speaker communities,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,neuroscientists,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,new mothers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Nigerian,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,nih reviewers/policymakers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,non-urban background,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,non-western researchers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Norwegian,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,older adult,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,parents,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,patient,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,patients,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,pediatric survivors,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,people from lower-income countries,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,people from resource-limited settings,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,people from sub-saharan africa,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,people from wealthier families,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,people with cystic fibrosis,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,people with neurological histories,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,Peruvian,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,physicians/healthcare providers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,policymakers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,postdoctoral researchers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,professors,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,public health officials,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,public health workers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers / scientists,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers from wealthy institutions,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers in resource-rich/wealthier countries,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers/genomics researchers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers/scientists,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,rural background,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,rural people,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,scholar,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,secondary school students,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,South Asian,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,stroke survivor,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,students from wealthier families,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,students whose parents were professionals in accra,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,students with professional parents in accra,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,support staff,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,teenager,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,ugandans,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,uk / united kingdom,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,undergraduates,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,underrepresented background,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,underrepresented communities in north america,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,underrepresented groups in neuroscience,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,underrepresented scholar,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,united kingdom,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,university faculty,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,wealthier families,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,wealthier families/wealthy peers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,wealthy families,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,wealthy institutions,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,wealthy landowners,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,western science,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,western-trained academics,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,western-trained professors / western research frameworks,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,women in science,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,young researchers,other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,White,perpetrator,0.04,0.08,0.25,0.5
ACADEMIC_ACHIEVEMENT,en,academic faculty/committees,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,British,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,European,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,male colleagues,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,outside researchers,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,peer reviewers,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers from wealthy/resource-rich countries,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,western,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,western researchers,perpetrator,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,White,perpetrator|other,0.04,0.04,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,underrepresented backgrounds,victim,0.44,0.44,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,women in stem,victim,0.44,0.44,0.25,0.25
ACADEMIC_ACHIEVEMENT,en,researchers from underrepresented backgrounds,victim,0.12,0.36,0.25,0.306
ACADEMIC_ACHIEVEMENT,en,rural communities,victim,0.32,0.32,0.406,0.406
ACADEMIC_ACHIEVEMENT,en,underrepresented researchers,victim,0.32,0.32,0.281,0.281
ACADEMIC_ACHIEVEMENT,en,African,victim,0.04,0.32,0.25,0.5
ACADEMIC_ACHIEVEMENT,en,smallholder farmers,victim,0.2,0.2,0.5,0.5
ACADEMIC_ACHIEVEMENT,en,first-generation university students,victim,0.2,0.2,0.35,0.35
ACADEMIC_ACHIEVEMENT,en,global south,victim,0.16,0.16,0.312,0.312
ACADEMIC_ACHIEVEMENT,en,child,victim,0.04,0.16,0.25,0.75
ACADEMIC_ACHIEVEMENT,en,South Asian,victim,0.04,0.16,0.25,0.75
ACADEMIC_ACHIEVEMENT,en,Indigenous,victim,0.04,0.16,0.25,0.5
ACADEMIC_ACHIEVEMENT,en,older adult,victim,0.04,0.16,0.25,0.375
ACADEMIC_ACHIEVEMENT,en,Black,victim,0.04,0.16,0.25,0.25
